Year,NEP,GPP,NPP,RH,estabc,negc_fluxes,firec,area,harvestc,prod_turnoverc,NBP,transp,evap,interc,wd,prec,SoilC,SoilC_slow,LitC,VegC,ProductC,nuptake,ndemand,nlosses,ninflux,estabn,negn_fluxes,firen,harvestN,prod_turnovern,SoilN,SoilN_slow,LitN,VegN,ProductN,estab_storageC,estab_storageN
(AD),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(m2),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gC),(1e+15 gN)
1612,-8.12581e-05,0.00503681,0.00293245,0.00301371,1.2461e-05,-5.72366e-09,0.000129313,6.68596e+08,7.94331e-05,2.59044e-08,-0.000275658,0.00236298,0.000311281,0.000151471,4.06524e-06,0.00320389,0.0721719,0.026128,0.00195755,0.00339332,7.84233e-07,5.35212e-05,8.49103e-06,7.61624e-06,9.07383e-06,4.36381e-07,-1.28231e-11,1.32074e-06,2.50266e-06,6.08663e-11,0.00429862,0.00162249,3.53746e-05,0.000114597,1.8599e-09,0.00141109,0.000141109
1613,-0.000605008,0.00415461,0.00229246,0.00289746,1.29754e-05,-1.47496e-08,1.98898e-05,6.70567e+08,7.92597e-05,2.65425e-08,-0.000689283,0.00204937,0.000341487,0.000140216,5.20651e-06,0.0029119,0.0715837,0.026124,0.00189618,0.00335356,8.23637e-07,4.59108e-05,5.6342e-06,7.58257e-06,7.77173e-06,4.53584e-07,-3.38032e-11,1.82846e-07,2.38717e-06,6.1494e-11,0.00427691,0.00162228,3.13167e-05,0.000132423,1.93146e-09,0.00141109,0.000141109
1614,0.00056566,0.00579277,0.00340001,0.00283435,1.26079e-05,0,0.000100618,6.72532e+08,6.58766e-05,2.70942e-08,0.000413663,0.00253205,0.000397642,0.000217173,6.74722e-06,0.00484869,0.0717451,0.0261192,0.00213469,0.00336729,8.61103e-07,5.79151e-05,1.12849e-05,1.10398e-05,8.37124e-06,4.41415e-07,0,1.15377e-06,1.56641e-06,6.16736e-11,0.00428155,0.00162201,4.1214e-05,0.000123005,1.99173e-09,0.00141109,0.000141109
1615,0.000494725,0.00586824,0.00343027,0.00293554,1.28208e-05,-7.11399e-09,4.61887e-05,6.74498e+08,8.39304e-05,2.76482e-08,0.000379328,0.00280675,0.000380544,0.000172519,5.24683e-06,0.00382557,0.0718916,0.0261159,0.00236108,0.00337369,8.98632e-07,5.04177e-05,1.28424e-05,6.92526e-06,1.01133e-05,4.48575e-07,-1.59984e-11,4.87512e-07,2.54929e-06,6.24689e-11,0.0042831,0.00162182,4.56467e-05,0.000113557,2.06537e-09,0.00141109,0.000141109
1616,0.000191607,0.0053931,0.00326402,0.00307241,1.32386e-05,0,0.000372524,6.76463e+08,7.83437e-05,2.82252e-08,-0.000244122,0.00249448,0.000326231,0.00035204,4.01049e-06,0.00753933,0.0718853,0.0261144,0.00204745,0.00344951,9.36713e-07,5.29576e-05,1.38564e-05,1.24796e-05,9.77168e-06,4.62577e-07,0,3.7857e-06,2.49047e-06,6.30716e-11,0.00428255,0.00162175,3.81024e-05,0.00011608,2.13399e-09,0.00141109,0.000141109
1617,-0.000498514,0.00444424,0.0024461,0.00294461,1.27327e-05,-1.70132e-08,2.23967e-05,6.78434e+08,8.11458e-05,2.83614e-08,-0.000587401,0.00223756,0.000346417,0.00014593,5.366e-06,0.0029119,0.0713543,0.0261112,0.00195195,0.00348851,9.64411e-07,4.619e-05,6.90915e-06,7.03974e-06,8.16333e-06,4.45743e-07,-3.89035e-11,2.00248e-07,2.42982e-06,6.27656e-11,0.00426212,0.00162157,3.24204e-05,0.000134485,2.18045e-09,0.00141109,0.000141109
1618,0.000503202,0.00580322,0.00332602,0.00282281,1.28906e-05,-2.96911e-09,4.16492e-05,6.804e+08,7.77098e-05,2.84566e-08,0.000398648,0.00257236,0.000386213,0.000197102,5.00234e-06,0.0043985,0.071502,0.0261064,0.00234303,0.00334837,9.90688e-07,5.5947e-05,1.31517e-05,9.92528e-06,9.32172e-06,4.51084e-07,-6.62604e-12,4.6253e-07,2.40653e-06,6.22228e-11,0.00426404,0.00162129,4.3978e-05,0.000125175,2.21966e-09,0.00141109,0.000141109
1619,0.000473757,0.00612381,0.00353374,0.00305998,1.3009e-05,-2.02859e-09,1.92563e-05,6.82365e+08,7.22312e-05,2.86717e-08,0.000397197,0.00298334,0.000575048,0.000246022,4.90436e-06,0.00566412,0.0717589,0.0261048,0.00247651,0.00335523,1.01931e-06,5.25127e-05,1.47322e-05,6.99956e-06,9.56503e-06,4.55125e-07,-4.43282e-12,2.1096e-07,1.81879e-06,6.26728e-11,0.00427264,0.0016212,4.79373e-05,0.000114469,2.28046e-09,0.00141109,0.000141109
1620,0.000105003,0.00544081,0.00322864,0.00312363,1.30869e-05,-2.30766e-09,9.34293e-05,6.8433e+08,7.06122e-05,2.90137e-08,-4.40274e-05,0.00260546,0.000423014,0.000235123,6.63459e-06,0.00484869,0.0717559,0.0261041,0.00234625,0.00344443,1.05059e-06,5.14263e-05,1.27727e-05,8.63556e-06,9.18097e-06,4.5779e-07,-5.09596e-12,9.77488e-07,1.64832e-06,6.30885e-11,0.00427323,0.00162116,4.38699e-05,0.000116815,2.3397e-09,0.00141109,0.000141109
1621,0.00036722,0.00583992,0.00348245,0.00311523,1.30372e-05,0,2.88101e-05,6.86301e+08,7.38599e-05,2.93294e-08,0.000279514,0.00312239,0.000506533,0.000410084,5.85329e-06,0.00933876,0.072055,0.0261033,0.00240017,0.00337083,1.08106e-06,5.22488e-05,1.70338e-05,7.41855e-06,1.13273e-05,4.56238e-07,0,3.12384e-07,1.8774e-06,6.36731e-11,0.00428151,0.0016211,4.52945e-05,0.000110483,2.40217e-09,0.00141109,0.000141109
1622,0.000557958,0.00650199,0.00373957,0.00318161,1.31306e-05,0,1.92365e-05,6.88267e+08,7.89976e-05,2.98979e-08,0.000474787,0.00333572,0.000471108,0.000328451,4.92213e-06,0.00700985,0.0725536,0.0261033,0.00256757,0.00317962,1.11727e-06,5.58766e-05,2.17464e-05,3.58343e-06,1.14616e-05,4.59441e-07,0,2.13909e-07,2.28883e-06,6.51676e-11,0.00429559,0.00162106,5.02913e-05,9.70489e-05,2.48559e-09,0.00141109,0.000141109
1623,-5.42496e-05,0.00530376,0.00320053,0.00325478,1.33598e-05,-1.83745e-09,0.000225616,6.90232e+08,8.54271e-05,3.0565e-08,-0.000349993,0.00271895,0.00044324,0.00035592,3.9067e-06,0.00687541,0.07233,0.0261043,0.0021961,0.00342467,1.15589e-06,4.90237e-05,1.47688e-05,8.41066e-06,1.06546e-05,4.67133e-07,-3.74399e-12,2.22932e-06,2.74718e-06,6.67917e-11,0.0042934,0.00162112,3.98664e-05,0.000104492,2.57254e-09,0.00141109,0.000141109
1624,0.000103462,0.00535025,0.00322429,0.00312083,1.30105e-05,-1.74422e-09,3.78502e-05,6.92197e+08,7.73754e-05,3.08868e-08,3.19173e-06,0.00279593,0.000448221,0.000182956,5.04142e-06,0.00405584,0.072274,0.0261034,0.00215087,0.00352902,1.18652e-06,5.06647e-05,1.43073e-05,1.01139e-05,1.0248e-05,4.55533e-07,-3.77458e-12,3.77504e-07,2.16562e-06,6.72677e-11,0.00429034,0.00162107,3.752e-05,0.000110849,2.63295e-09,0.00141109,0.000141109
1625,0.000259229,0.00561681,0.00335009,0.00309087,1.32276e-05,0,2.77568e-05,6.94168e+08,7.40239e-05,3.11513e-08,0.000172624,0.00308552,0.000503431,0.000410126,5.8621e-06,0.00933876,0.0724593,0.0261021,0.00228228,0.00338488,1.21558e-06,5.08078e-05,1.70596e-05,6.51696e-06,1.14353e-05,4.62967e-07,0,2.92488e-07,1.89458e-06,6.77811e-11,0.00429392,0.00162097,4.09058e-05,0.000107455,2.69356e-09,0.00141109,0.000141109
1626,1.01489e-05,0.00536593,0.00311661,0.00310646,1.32937e-05,-4.51544e-09,3.14389e-05,6.96134e+08,8.42757e-05,3.16723e-08,-9.0314e-05,0.00262619,0.000339359,0.000177278,6.02847e-06,0.00378006,0.0723471,0.026101,0.0023097,0.00337937,1.25043e-06,4.8407e-05,1.35102e-05,5.42927e-06,9.2721e-06,4.64991e-07,-1.00213e-11,3.15319e-07,2.41641e-06,6.95289e-11,0.0042913,0.00162089,4.07138e-05,0.000108041,2.78271e-09,0.00141109,0.000141109
1627,-0.000476112,0.00455655,0.00262175,0.00309786,1.33778e-05,-3.11473e-08,5.04854e-05,6.98099e+08,8.137e-05,3.21432e-08,-0.0005926,0.00210705,0.000366265,0.000131495,6.65082e-06,0.00281706,0.071868,0.0260998,0.00209684,0.00347864,1.28412e-06,4.39293e-05,8.21274e-06,7.68621e-06,8.35684e-06,4.67912e-07,-6.99367e-11,4.86097e-07,2.27232e-06,7.02976e-11,0.00427876,0.00162084,3.42162e-05,0.000120886,2.84947e-09,0.00141109,0.000141109
1628,-0.000133904,0.00494904,0.00285256,0.00298647,1.34688e-05,-6.34933e-09,0.00010985,7.00064e+08,8.47709e-05,3.2476e-08,-0.000313086,0.00230176,0.00031295,0.000167664,4.18238e-06,0.00320389,0.0716486,0.0260971,0.00199282,0.003489,1.31451e-06,5.01708e-05,8.24542e-06,7.76381e-06,8.84056e-06,4.7098e-07,-1.42639e-11,1.05104e-06,2.65168e-06,7.07977e-11,0.00427193,0.00162069,3.31312e-05,0.00012892,2.90954e-09,0.00141109,0.000141109
1629,0.000522002,0.00579764,0.00346403,0.00294202,1.32871e-05,0,7.19118e-05,7.02035e+08,7.92419e-05,3.26095e-08,0.000386105,0.00282932,0.000416032,0.000236683,5.18461e-06,0.0046588,0.071827,0.0260938,0.00215345,0.00353599,1.34e-06,5.29119e-05,1.57002e-05,8.52384e-06,1.05763e-05,4.65019e-07,0,7.62095e-07,2.19271e-06,7.07088e-11,0.004276,0.00162049,3.9135e-05,0.00012309,2.95505e-09,0.00141109,0.000141109
1630,0.000193478,0.00546665,0.00320144,0.00300796,1.34423e-05,-2.52475e-09,9.06965e-05,7.04001e+08,7.26912e-05,3.27424e-08,4.55108e-05,0.00261064,0.000421097,0.000235468,7.04014e-06,0.00484869,0.0719193,0.0260915,0.00222467,0.00341804,1.36507e-06,5.13908e-05,1.2793e-05,6.94521e-06,9.23878e-06,4.70275e-07,-5.40596e-12,9.71479e-07,1.69517e-06,7.06382e-11,0.00427747,0.00162034,4.12942e-05,0.000119602,2.99972e-09,0.00141109,0.000141109
1631,0.000316567,0.00570667,0.00333997,0.0030234,1.34496e-05,-4.80333e-09,4.37661e-05,7.05966e+08,8.9063e-05,3.28589e-08,0.000199173,0.00280614,0.000390725,0.000177341,5.47228e-06,0.00382557,0.0719748,0.0260894,0.00235554,0.0034308,1.38937e-06,4.84607e-05,1.32119e-05,5.93239e-06,1.01979e-05,4.70566e-07,-1.09051e-11,4.39747e-07,2.6979e-06,7.09811e-11,0.00427773,0.00162022,4.29668e-05,0.000114881,3.05294e-09,0.00141109,0.000141109
1632,0.000542865,0.00618817,0.00362059,0.00307773,1.35045e-05,0,2.33962e-05,7.07931e+08,7.84414e-05,3.30153e-08,0.000456518,0.00311834,0.000522372,0.000224012,5.83604e-06,0.00509795,0.0723263,0.026088,0.00260892,0.00328238,1.4142e-06,5.61104e-05,1.68453e-05,5.63509e-06,1.03326e-05,4.72502e-07,0,2.61558e-07,2.16753e-06,7.12905e-11,0.00428761,0.00162012,4.94917e-05,0.000104965,3.10464e-09,0.00141109,0.000141109
1633,-0.000814366,0.00423635,0.0023676,0.00318197,1.394e-05,-2.83355e-08,2.74328e-05,7.09902e+08,8.68786e-05,3.3374e-08,-0.000912717,0.00213803,0.000380126,0.0001495,5.50248e-06,0.0029119,0.0717209,0.0260879,0.00224343,0.00334051,1.44346e-06,4.16227e-05,6.88089e-06,6.18346e-06,8.26276e-06,4.87021e-07,-6.54443e-11,2.54004e-07,2.59203e-06,7.29866e-11,0.0042739,0.00162015,3.80501e-05,0.000120531,3.18836e-09,0.00141109,0.000141109
1634,0.000560998,0.00598143,0.00359668,0.00303568,1.32399e-05,0,7.74008e-05,7.11868e+08,8.03339e-05,3.371e-08,0.0004185,0.00283921,0.000422282,0.000226617,5.24703e-06,0.0046588,0.0719495,0.026086,0.00227625,0.00349759,1.47208e-06,5.64266e-05,1.46657e-05,9.9223e-06,1.02704e-05,4.63778e-07,0,8.21696e-07,2.23343e-06,7.32269e-11,0.00428201,0.00162004,4.1888e-05,0.000116141,3.23847e-09,0.00141109,0.000141109
1635,-0.000673545,0.00427058,0.00235436,0.0030279,1.38915e-05,-2.06997e-08,2.3914e-05,7.13833e+08,8.80153e-05,3.40419e-08,-0.000769559,0.00215357,0.000367477,0.000149828,5.64024e-06,0.0029119,0.0714538,0.0260839,0.00207777,0.00342217,1.50045e-06,4.1834e-05,7.02141e-06,5.78898e-06,8.30307e-06,4.85533e-07,-4.73682e-11,2.12392e-07,2.60648e-06,7.33977e-11,0.00426528,0.00161993,3.43469e-05,0.000130427,3.28611e-09,0.00141109,0.000141109
1636,0.000111998,0.0051732,0.00302543,0.00291343,1.34623e-05,-3.46983e-09,0.000117131,7.15799e+08,7.7754e-05,3.43191e-08,-6.74133e-05,0.00230975,0.0003746,0.000148461,5.17575e-06,0.00324772,0.0713028,0.0260803,0.002052,0.00353148,1.5274e-06,5.2879e-05,8.9443e-06,9.63529e-06,8.86267e-06,4.71288e-07,-7.55578e-12,1.15636e-06,2.22035e-06,7.31623e-11,0.00426113,0.00161974,3.61986e-05,0.000134692,3.32326e-09,0.00141109,0.000141109
1637,6.1019e-05,0.00507085,0.00296315,0.00290213,1.3696e-05,-1.80692e-09,0.000114961,7.17769e+08,8.09961e-05,3.45364e-08,-0.000119227,0.00227057,0.000375077,0.000153238,5.31057e-06,0.00324772,0.0711631,0.0260766,0.0020387,0.00356523,1.55273e-06,5.04541e-05,9.39193e-06,7.88743e-06,8.92456e-06,4.79146e-07,-3.94037e-12,1.14229e-06,2.25534e-06,7.32419e-11,0.00425524,0.00161953,3.6732e-05,0.000138138,3.36655e-09,0.00141109,0.000141109
1638,0.000421433,0.00569715,0.00332556,0.00290413,1.36679e-05,-4.34384e-09,3.29096e-05,7.19735e+08,8.16469e-05,3.46677e-08,0.000322568,0.00248019,0.000409015,0.000164058,5.44046e-06,0.00367524,0.0713363,0.026073,0.00225442,0.00349884,1.57577e-06,5.48532e-05,1.21959e-05,7.54226e-06,9.33998e-06,4.78283e-07,-9.82947e-12,3.55731e-07,2.29055e-06,7.32551e-11,0.00425776,0.00161932,4.28218e-05,0.000133011,3.40733e-09,0.00141109,0.000141109
1639,-0.000431513,0.00446885,0.00246493,0.00289644,1.39139e-05,-1.15663e-08,2.64202e-05,7.217e+08,7.91136e-05,3.48261e-08,-0.000521097,0.00215668,0.000352021,0.000122794,6.61507e-06,0.00319968,0.0708412,0.0260693,0.00222594,0.00350129,1.59911e-06,5.17439e-05,7.74001e-06,5.42328e-06,7.56304e-06,4.86533e-07,-2.63866e-11,2.60981e-07,1.99796e-06,7.31325e-11,0.00423951,0.00161913,3.93532e-05,0.000152517,3.44393e-09,0.00141109,0.000141109
1640,0.000706178,0.00621149,0.00364966,0.00294348,1.36783e-05,0,2.45478e-05,7.23666e+08,8.51212e-05,3.49197e-08,0.000612217,0.003215,0.000492548,0.000278534,5.87813e-06,0.00751038,0.0712487,0.0260663,0.00242318,0.00350876,1.62061e-06,5.20294e-05,1.8632e-05,9.59148e-06,1.14748e-05,4.78779e-07,0,2.67615e-07,2.53858e-06,7.30598e-11,0.00425346,0.00161895,4.75956e-05,0.00013398,3.48059e-09,0.00141109,0.000141109
1641,-0.000516981,0.004677,0.00251858,0.00303556,1.38781e-05,-1.69282e-08,3.03197e-05,7.25636e+08,8.98018e-05,3.51758e-08,-0.000621172,0.00231093,0.000374779,0.000155808,5.48755e-06,0.0029119,0.0708634,0.0260645,0.00218108,0.00351496,1.64557e-06,4.3025e-05,8.40243e-06,6.81183e-06,8.52415e-06,4.85465e-07,-3.84949e-11,2.85756e-07,2.65684e-06,7.31394e-11,0.00424123,0.00161887,3.91196e-05,0.000144067,3.51983e-09,0.00141109,0.000141109
1642,0.000666458,0.00617983,0.00364334,0.00297689,1.38861e-05,0,5.80692e-05,7.27602e+08,8.5401e-05,3.53696e-08,0.000538915,0.00279887,0.000443148,0.00025385,6.13824e-06,0.00487015,0.0713333,0.026062,0.00238955,0.00337552,1.66888e-06,5.55679e-05,1.50703e-05,1.14796e-05,9.86797e-06,4.85834e-07,0,6.55755e-07,2.36406e-06,7.28152e-11,0.00425682,0.00161872,4.76086e-05,0.000124997,3.54869e-09,0.00141109,0.000141109
1643,0.000256578,0.0056504,0.00331229,0.00305572,1.39431e-05,0,8.1161e-05,7.29567e+08,8.12249e-05,3.56879e-08,0.000110182,0.00261038,0.000486233,0.000176357,4.64426e-06,0.00390322,0.0714416,0.0260605,0.0024037,0.00336318,1.69489e-06,5.24686e-05,1.54078e-05,8.78759e-06,9.79207e-06,4.87809e-07,0,8.7577e-07,2.29603e-06,7.33178e-11,0.00426053,0.00161864,4.73082e-05,0.000119784,3.59584e-09,0.00141109,0.000141109
1644,0.000450172,0.00599232,0.00357103,0.00312085,1.3935e-05,0,2.87524e-05,7.31533e+08,7.7742e-05,3.60422e-08,0.000359664,0.00310991,0.000531817,0.000408017,6.22188e-06,0.00933876,0.0717574,0.0260599,0.00246139,0.00334936,1.72164e-06,5.34084e-05,1.67932e-05,7.81188e-06,1.11227e-05,4.87627e-07,0,3.16472e-07,2.01254e-06,7.40787e-11,0.00427076,0.00161861,4.84516e-05,0.000111019,3.64877e-09,0.00141109,0.000141109
1645,0.000433883,0.00602132,0.00357996,0.00314608,1.39989e-05,-1.549e-10,6.16976e-05,7.33503e+08,8.66151e-05,3.6657e-08,0.000301626,0.00303063,0.000446129,0.000156576,4.69711e-06,0.00413564,0.0720077,0.0260596,0.00250024,0.00336182,1.75448e-06,5.45736e-05,1.72679e-05,6.15753e-06,1.12487e-05,4.89811e-07,0,6.53728e-07,2.52819e-06,7.56109e-11,0.00427738,0.00161858,4.79736e-05,0.000106878,3.71991e-09,0.00141109,0.000141109
1646,0.000266387,0.00591486,0.00352193,0.00325555,1.40397e-05,0,5.51787e-05,7.35469e+08,8.8438e-05,3.7312e-08,0.000138872,0.00297129,0.00049211,0.000232573,4.53285e-06,0.00471671,0.0722189,0.0260606,0.00236635,0.00342338,1.7885e-06,5.37791e-05,1.87812e-05,5.08858e-06,1.15175e-05,4.91249e-07,0,5.73098e-07,2.82137e-06,7.71022e-11,0.00428527,0.00161863,4.42395e-05,0.000105679,3.79091e-09,0.00141109,0.000141109
1647,0.00010735,0.00549615,0.00321092,0.00310357,1.40926e-05,-2.04075e-09,3.85186e-05,7.37434e+08,8.60359e-05,3.78784e-08,-1.04238e-06,0.00260111,0.000417304,0.000189653,5.60896e-06,0.0043985,0.0722671,0.0260597,0.00249097,0.00324949,1.8207e-06,5.34744e-05,1.48527e-05,5.89671e-06,1.02149e-05,4.93045e-07,-4.24935e-12,4.2244e-07,2.67009e-06,7.84682e-11,0.00428566,0.00161856,4.63326e-05,0.000104323,3.85971e-09,0.00141109,0.000141109
1648,9.29325e-07,0.00535859,0.00320133,0.0032004,1.41508e-05,-2.32429e-09,9.27989e-05,7.394e+08,7.56263e-05,3.84482e-08,-0.00015127,0.00255942,0.000440228,0.000225847,7.20593e-06,0.00484869,0.0721357,0.02606,0.00231956,0.00340092,1.85313e-06,5.01772e-05,1.30406e-05,8.57318e-06,9.36129e-06,4.95048e-07,-5.13856e-12,9.51035e-07,1.8029e-06,8.0816e-11,0.00428533,0.00161859,4.1883e-05,0.000108318,3.95232e-09,0.00141109,0.000141109
1649,-0.000485714,0.00460545,0.00262358,0.0031093,1.41722e-05,-1.45725e-08,5.29949e-05,7.4137e+08,9.061e-05,3.89556e-08,-0.000613055,0.00214516,0.000372611,0.000130672,6.5884e-06,0.00281706,0.0717172,0.026059,0.00209099,0.00343493,1.88425e-06,4.33523e-05,8.51864e-06,6.84866e-06,8.51839e-06,4.95794e-07,-3.35733e-11,5.2699e-07,2.48477e-06,8.24966e-11,0.00427406,0.00161855,3.50324e-05,0.000118284,4.03084e-09,0.00141109,0.000141109
1650,0.000433084,0.00575875,0.00342189,0.0029888,1.41704e-05,-4.59252e-09,3.2584e-05,7.43336e+08,8.29199e-05,3.93253e-08,0.000333838,0.00256117,0.00040559,0.000159246,5.70507e-06,0.00367524,0.0718932,0.0260565,0.00229088,0.0033929,1.91221e-06,5.44837e-05,1.32209e-05,9.49951e-06,9.69205e-06,4.9581e-07,-1.04108e-11,3.3307e-07,2.372e-06,8.34622e-11,0.00427687,0.00161839,4.09619e-05,0.000114763,4.09336e-09,0.00141109,0.000141109
1651,0.000239445,0.00557683,0.00334203,0.00310258,1.42324e-05,0,5.75276e-05,7.45301e+08,8.67513e-05,3.97241e-08,0.000111487,0.00282612,0.000447915,0.000234872,5.20766e-06,0.0046588,0.0719523,0.0260555,0.00226089,0.00347522,1.94079e-06,5.08061e-05,1.62776e-05,6.79693e-06,1.08512e-05,4.97955e-07,0,5.80646e-07,2.37602e-06,8.4191e-11,0.00427929,0.00161832,4.07127e-05,0.000114716,4.15037e-09,0.00141109,0.000141109
1652,-0.000282527,0.00479258,0.00268599,0.00296851,1.42786e-05,-1.39381e-08,4.73492e-05,7.47267e+08,8.18622e-05,4.00793e-08,-0.000395352,0.00236069,0.000349284,0.000121227,7.06165e-06,0.00319968,0.071589,0.0260527,0.0022669,0.0034371,1.9683e-06,5.10175e-05,1.02982e-05,5.24802e-06,8.25357e-06,4.99546e-07,-3.14833e-11,4.69071e-07,2.06457e-06,8.46724e-11,0.00426686,0.00161816,3.95678e-05,0.000126697,4.20136e-09,0.00141109,0.000141109
1653,0.000160321,0.0054353,0.00322077,0.00306045,1.42892e-05,-4.38646e-09,3.85647e-05,7.49238e+08,8.7237e-05,4.03457e-08,5.09113e-05,0.0026825,0.000471259,0.000187869,5.27268e-06,0.00405584,0.071606,0.0260511,0.00221047,0.00352748,1.99364e-06,4.9629e-05,1.38012e-05,8.2698e-06,9.99998e-06,4.99957e-07,-9.66971e-12,3.97334e-07,2.41454e-06,8.49518e-11,0.00426923,0.00161807,3.96233e-05,0.000125507,4.24713e-09,0.00141109,0.000141109
1654,0.000451296,0.00612863,0.00349741,0.00304611,1.43457e-05,0,1.79127e-05,7.51203e+08,8.72129e-05,4.06081e-08,0.00036262,0.00307602,0.000481618,0.000328845,5.35151e-06,0.00700985,0.0720584,0.0260494,0.00243875,0.00320932,2.01871e-06,5.41425e-05,1.72134e-05,4.54918e-06,1.06137e-05,5.01927e-07,0,2.02096e-07,2.53584e-06,8.50902e-11,0.00428204,0.00161795,4.76479e-05,0.00010937,4.28892e-09,0.00141109,0.000141109
1655,-0.000218102,0.00506567,0.00293567,0.00315378,1.45617e-05,-9.17127e-09,0.000159017,7.53168e+08,9.25823e-05,4.10425e-08,-0.000453021,0.00245921,0.000343094,0.000165748,4.32139e-06,0.00320389,0.0717429,0.026049,0.00212341,0.00338712,2.04766e-06,4.78533e-05,1.00911e-05,6.45621e-06,9.40107e-06,5.09141e-07,-2.06391e-11,1.56313e-06,2.89206e-06,8.62609e-11,0.00427641,0.00161795,3.87263e-05,0.000117245,4.35429e-09,0.00141109,0.000141109
1656,3.36739e-05,0.00522865,0.00298021,0.00294654,1.42742e-05,-7.71439e-09,3.25556e-05,7.55134e+08,8.16977e-05,4.11758e-08,-6.41823e-05,0.00244945,0.000347939,0.000149864,7.49734e-06,0.00364101,0.0715438,0.026046,0.00219691,0.00344853,2.06952e-06,5.41478e-05,8.99763e-06,6.63907e-06,8.18051e-06,4.99637e-07,-1.74241e-11,3.34855e-07,1.98497e-06,8.61578e-11,0.00426819,0.00161778,3.939e-05,0.000125826,4.38994e-09,0.00141109,0.000141109
1657,0.000477948,0.00586408,0.00350764,0.00302969,1.44762e-05,0,7.57358e-05,7.57105e+08,8.86568e-05,4.12379e-08,0.000330152,0.00286164,0.000439665,0.000237248,5.28987e-06,0.0046588,0.0717729,0.026044,0.00227028,0.00347617,2.08939e-06,5.30737e-05,1.57306e-05,8.62551e-06,1.0688e-05,5.06439e-07,0,7.95866e-07,2.44967e-06,8.66407e-11,0.00427524,0.00161767,4.25618e-05,0.000118489,4.43837e-09,0.00141109,0.000141109
1658,-0.000389678,0.00460455,0.00262558,0.00301525,1.47455e-05,-9.54488e-09,0.000279367,7.5907e+08,9.02504e-05,4.13025e-08,-0.000742414,0.00212211,0.000306146,0.000156641,6.59879e-06,0.00327058,0.0713764,0.0260419,0.00194906,0.00345146,2.10893e-06,5.03565e-05,8.59109e-06,6.55218e-06,8.02828e-06,5.15477e-07,-2.15612e-11,2.71163e-06,2.37254e-06,8.6565e-11,0.0042619,0.00161756,3.41694e-05,0.000133125,4.47323e-09,0.00141109,0.000141109
1659,-0.000116799,0.00489329,0.00269613,0.00281293,1.42986e-05,-8.19509e-09,3.36212e-05,7.61035e+08,8.34796e-05,4.09918e-08,-0.00021746,0.00231083,0.00033548,0.000121456,7.04669e-06,0.00319968,0.0709307,0.0260371,0.00207517,0.0035536,2.11922e-06,5.47615e-05,8.92029e-06,6.62745e-06,7.62396e-06,5.00626e-07,-1.854e-11,3.30432e-07,2.11658e-06,8.59196e-11,0.00424433,0.00161729,3.5853e-05,0.000149859,4.49364e-09,0.00141109,0.000141109
1660,0.00065835,0.0060784,0.00357333,0.00291498,1.45442e-05,0,2.41243e-05,7.63001e+08,9.01107e-05,4.06436e-08,0.000560798,0.0032279,0.000504202,0.000289012,6.17871e-06,0.00751038,0.0712308,0.0260337,0.00233838,0.00355104,2.12786e-06,5.06783e-05,1.87756e-05,9.83512e-06,1.15241e-05,5.08914e-07,0,2.57067e-07,2.68655e-06,8.50735e-11,0.00425352,0.00161709,4.46444e-05,0.000134242,4.50772e-09,0.00141109,0.000141109
1661,-0.000241637,0.00492895,0.00276092,0.00300256,1.4842e-05,-1.1482e-08,0.000286819,7.64972e+08,9.11238e-05,4.0485e-08,-0.000602583,0.00226305,0.000308307,0.000165462,6.52781e-06,0.00327058,0.0709623,0.0260315,0.00202031,0.00353503,2.14017e-06,4.91732e-05,9.99414e-06,7.22045e-06,8.20784e-06,5.18886e-07,-2.60471e-11,2.80435e-06,2.39263e-06,8.45587e-11,0.00424402,0.00161697,3.64413e-05,0.000143333,4.52785e-09,0.00141109,0.000141109
1662,-5.00993e-05,0.00508291,0.00287397,0.00292407,1.46697e-05,-8.03342e-09,0.000102378,7.66937e+08,9.42285e-05,4.00088e-08,-0.000229878,0.00236366,0.000333343,0.00017892,4.52366e-06,0.00320389,0.0707712,0.0260283,0.00195791,0.00355872,2.14441e-06,4.92561e-05,8.59975e-06,8.31946e-06,8.87075e-06,5.13164e-07,-1.81851e-11,1.0177e-06,2.93824e-06,8.33064e-11,0.00423672,0.0016168,3.47937e-05,0.000148478,4.52919e-09,0.00141109,0.000141109
