Year,NEP,GPP,NPP,RH,estabc,negc_fluxes,firec,NBP,transp,evap,interc,prec,SoilC,SoilC_slow,LitC,VegC,nuptake,ndemand,nlosses,ninflux,estabn,negn_fluxes,firen,SoilN,SoilN_slow,LitN,VegN
(AD),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN)
1559,0.000446736,0.006168,0.00354775,0.00310102,-1.08123e-06,0,6.4331e-05,0.000381324,0.00267801,0.000257592,0.000177986,0.00390322,0.0752883,0.026379,0.00234549,0.00410935,5.56572e-05,1.37438e-05,1.29201e-05,8.35485e-06,-3.60794e-08,0,6.44833e-07,0.00450139,0.0016379,4.18779e-05,0.000173912
1560,0.000585878,0.00653798,0.00381771,0.00323183,9.68844e-09,0,2.42971e-05,0.00056159,0.00343784,0.000237272,0.000496243,0.00933876,0.0756798,0.0263781,0.00259731,0.00402764,5.34626e-05,1.9126e-05,9.96262e-06,1.07746e-05,3.07241e-10,0,2.7302e-07,0.00451439,0.00163785,5.00469e-05,0.000156258
1561,-0.000172379,0.0055984,0.00314704,0.00331942,2.31032e-07,-1.39516e-08,0.00029513,-0.000467265,0.00261161,0.000167686,0.000188413,0.00327058,0.0754529,0.0263783,0.00225537,0.0041292,5.24629e-05,1.18839e-05,7.37973e-06,7.76925e-06,7.66037e-09,-3.14556e-11,2.91836e-06,0.00450611,0.00163787,4.01084e-05,0.000166485
1562,0.000367708,0.00609697,0.00359518,0.00322747,-7.23525e-08,-1.58914e-09,0.000200376,0.000167262,0.00292904,0.000214668,0.0004517,0.00687541,0.0754149,0.0263773,0.00219909,0.00439076,5.18407e-05,1.58704e-05,1.30729e-05,8.8043e-06,-2.45163e-09,-3.41289e-12,1.88027e-06,0.00450177,0.00163782,3.7665e-05,0.000169586
1563,0.000463912,0.00654009,0.00369233,0.00322842,-7.12581e-08,-2.63044e-09,1.78777e-05,0.000445966,0.00332215,0.000291016,0.000303563,0.00566412,0.0757985,0.0263763,0.00252709,0.00412507,5.39946e-05,1.60095e-05,7.67805e-06,9.09852e-06,-2.41446e-09,-5.7949e-12,1.91343e-07,0.00450877,0.00163775,4.55374e-05,0.000157563
1564,0.000533635,0.00676556,0.00388088,0.00334724,2.83221e-08,0,2.42673e-05,0.000509396,0.00355487,0.000280992,0.00027639,0.00509795,0.0761616,0.0263769,0.00283752,0.00396097,5.47678e-05,2.06985e-05,5.77369e-06,9.72817e-06,9.16507e-10,0,2.66282e-07,0.00452019,0.00163777,5.30315e-05,0.000142243
1565,-9.98539e-05,0.00578909,0.00341488,0.00351474,6.62659e-08,-3.23088e-09,9.7349e-05,-0.000197133,0.00286914,0.000236203,0.0002936,0.00484869,0.0760303,0.0263797,0.00260058,0.00413202,5.15442e-05,1.4392e-05,9.10017e-06,8.97755e-06,2.16885e-09,-7.09415e-12,9.61468e-07,0.0045196,0.00163794,4.532e-05,0.000150111
1566,0.000163036,0.00614904,0.00360971,0.00344668,-9.99104e-09,0,2.67968e-05,0.000136229,0.00343365,0.000236702,0.000491849,0.00933876,0.0762526,0.0263817,0.00258923,0.00405729,5.19797e-05,1.93057e-05,7.77364e-06,1.11041e-05,-3.43823e-10,0,2.78321e-07,0.00452739,0.00163804,4.55143e-05,0.000146478
1567,0.000331024,0.00651201,0.00381575,0.00348473,2.61699e-08,0,2.71619e-05,0.000303888,0.00360692,0.000222296,0.000492067,0.00933876,0.0766099,0.0263841,0.00263811,0.00395502,5.34694e-05,2.30226e-05,5.70934e-06,1.17877e-05,8.97712e-10,0,2.90182e-07,0.00454033,0.00163815,4.80706e-05,0.0001368
1568,-0.000830596,0.00460386,0.00258604,0.00341663,6.99084e-07,-3.16064e-08,6.43134e-05,-0.000894178,0.00220037,0.000175306,0.000113652,0.00201383,0.0761365,0.0263854,0.00240145,0.00377092,4.53001e-05,8.98329e-06,6.03337e-06,7.63922e-06,2.32621e-08,-7.13538e-11,6.01963e-07,0.00452751,0.00163826,3.96621e-05,0.000149583
1569,0.00055002,0.00645462,0.00382939,0.00327937,-6.41635e-07,0,2.39994e-05,0.000525379,0.00325939,0.000202022,0.000202735,0.00458475,0.0762401,0.026385,0.00252243,0.00407178,5.77646e-05,1.64672e-05,1.00649e-05,1.02944e-05,-2.14151e-08,0,2.52813e-07,0.0045326,0.00163824,4.51908e-05,0.000147538
1570,-0.000243896,0.00556968,0.00315809,0.00340199,1.61327e-07,-1.01674e-08,0.00014008,-0.000383805,0.00275685,0.000150034,0.000204791,0.00320389,0.0760847,0.0263861,0.00229044,0.00407534,4.92542e-05,1.1441e-05,5.52461e-06,8.45534e-06,5.33729e-09,-2.28163e-11,1.34571e-06,0.00452787,0.00163832,3.87394e-05,0.000154169
1571,0.000313302,0.00608548,0.00355347,0.00324017,-1.03314e-07,-5.86963e-09,4.48763e-05,0.000268328,0.00288123,0.000185688,0.000206541,0.00382557,0.0760947,0.0263852,0.00247384,0.00415025,5.2106e-05,1.23689e-05,7.72945e-06,8.65993e-06,-3.48431e-09,-1.30364e-11,4.27615e-07,0.00452522,0.00163827,4.19457e-05,0.00015376
1572,0.000369048,0.00628335,0.00375395,0.0033849,4.10492e-08,0,7.79327e-05,0.000291157,0.00312795,0.000197011,0.000290901,0.0046588,0.0763117,0.0263861,0.00251076,0.0041875,5.55908e-05,1.7309e-05,8.61118e-06,9.99706e-06,1.34356e-09,0,7.95894e-07,0.00453277,0.00163832,4.40009e-05,0.000150597
1573,-0.000214724,0.00540176,0.00317102,0.00338574,9.42641e-08,-5.87172e-09,0.000126485,-0.000341109,0.00262041,0.000197944,0.000184538,0.00324772,0.0761637,0.0263871,0.00234685,0.0041583,4.87179e-05,1.13243e-05,6.51457e-06,8.58872e-06,3.10184e-09,-1.27465e-11,1.19279e-06,0.00452754,0.00163839,3.89148e-05,0.000157472
1574,-0.000361239,0.00519478,0.00296177,0.00332301,1.79028e-07,-7.09631e-09,9.0176e-05,-0.000451229,0.00246271,0.000147664,0.000204275,0.00320389,0.0759246,0.0263872,0.00221143,0.00408152,4.98466e-05,8.63346e-06,6.67832e-06,7.53471e-06,5.92703e-09,-1.59118e-11,8.33593e-07,0.00452014,0.00163842,3.55882e-05,0.000166867
1575,-0.000285143,0.00520778,0.00294775,0.00323289,1.70387e-07,-6.78068e-09,8.54418e-05,-0.000370407,0.00244043,0.000146031,0.000198281,0.00320389,0.0757004,0.0263862,0.00214687,0.0039999,4.99499e-05,8.33223e-06,7.43492e-06,7.45108e-06,5.63904e-09,-1.51731e-11,8.20089e-07,0.0045133,0.00163839,3.52398e-05,0.000172677
1576,0.000642444,0.00653945,0.00383124,0.0031888,-3.40879e-07,0,2.21168e-05,0.000619986,0.00338779,0.000233997,0.000463804,0.00933876,0.0759588,0.0263846,0.00243463,0.0040738,5.52316e-05,1.85977e-05,1.10837e-05,1.06216e-05,-1.13804e-08,0,2.48272e-07,0.00452288,0.0016383,4.56466e-05,0.000159215
1577,0.000369587,0.00642001,0.00372299,0.00335341,1.31812e-07,-1.52685e-09,0.000211626,0.000158094,0.00319114,0.000222607,0.000452797,0.00687541,0.076091,0.0263852,0.00236461,0.00416966,5.2272e-05,1.84473e-05,7.96169e-06,9.36354e-06,4.35245e-09,-3.02191e-12,2.1869e-06,0.0045277,0.00163833,4.34253e-05,0.000152759
1578,-0.000161333,0.00543434,0.00312167,0.003283,1.49894e-08,-1.23885e-08,2.85196e-05,-0.000189825,0.00264348,0.000190047,0.000215477,0.00378006,0.0758619,0.0263849,0.00241548,0.0041581,4.98995e-05,1.16292e-05,1.08881e-05,7.52617e-06,4.58533e-10,-2.81381e-11,2.6668e-07,0.00451741,0.00163832,4.07526e-05,0.00016126
1579,-0.000719312,0.0046855,0.00254587,0.00326518,6.32501e-07,-1.50546e-08,2.35817e-05,-0.000742246,0.00234961,0.000220087,0.000182781,0.0029119,0.075502,0.0263843,0.00233851,0.00385272,4.33509e-05,6.81047e-06,8.55133e-06,6.99889e-06,2.10424e-08,-3.4418e-11,2.06139e-07,0.00450442,0.00163832,3.67315e-05,0.000169937
1580,0.000506645,0.00636885,0.00367717,0.00317053,-5.90611e-07,-7.20705e-09,4.62925e-05,0.000459769,0.00294936,0.000191061,0.000197372,0.00382557,0.0755071,0.0263825,0.00249946,0.00414638,5.25767e-05,1.27377e-05,9.82451e-06,8.39154e-06,-1.97273e-08,-1.61436e-11,4.53052e-07,0.00450564,0.00163823,4.3139e-05,0.000164357
1581,0.000278417,0.00612043,0.00350492,0.0032265,-4.27457e-08,-5.37229e-09,4.39707e-05,0.000234409,0.002813,0.000225845,0.000237511,0.0043985,0.0756154,0.0263814,0.00270312,0.00406885,5.40876e-05,1.33532e-05,8.68257e-06,8.37729e-06,-1.46508e-09,-1.1869e-11,4.56315e-07,0.0045072,0.00163818,4.784e-05,0.000160165
1582,0.000242715,0.00639684,0.00369101,0.0034483,2.88834e-08,0,4.9503e-05,0.000193241,0.00319911,0.000272562,0.000291583,0.00471671,0.0757898,0.0263834,0.00258303,0.00420781,5.30497e-05,1.86907e-05,7.31547e-06,9.40254e-06,9.28005e-10,0,4.99508e-07,0.004515,0.00163829,4.53948e-05,0.000158031
1583,0.000250457,0.00618725,0.00355172,0.00330126,2.88998e-08,-3.14214e-09,3.9268e-05,0.000211221,0.00291988,0.000225045,0.00023755,0.0043985,0.07603,0.0263833,0.00279282,0.00396899,5.38407e-05,1.6021e-05,6.61454e-06,8.74177e-06,9.18909e-10,-6.99014e-12,4.21774e-07,0.00452065,0.00163827,5.03346e-05,0.000148947
1584,-0.000309251,0.00538068,0.00310958,0.00341883,1.89061e-07,-1.48264e-08,3.08129e-05,-0.00033986,0.00261162,0.000205757,0.000216391,0.00378006,0.0757636,0.0263848,0.00262102,0.00406735,4.77823e-05,1.17729e-05,9.61273e-06,7.51198e-06,6.26129e-09,-3.40197e-11,2.89136e-07,0.00451508,0.00163838,4.41244e-05,0.000156529
1585,0.000235088,0.00613575,0.00363831,0.00340322,-1.18942e-07,0,6.6438e-05,0.000168531,0.0031993,0.000197083,0.000286541,0.0046588,0.0758776,0.0263861,0.00248775,0.00425516,5.26734e-05,1.85497e-05,9.2294e-06,1.02211e-05,-3.99475e-09,0,6.53582e-07,0.00451934,0.00163845,4.21898e-05,0.00015846
1586,0.000243074,0.00636024,0.00365073,0.00340766,1.65464e-08,0,5.12072e-05,0.000191883,0.00327391,0.000247911,0.000291879,0.00471671,0.0761615,0.0263874,0.00247703,0.00417382,5.21049e-05,2.01178e-05,5.02939e-06,9.91666e-06,5.14662e-10,0,5.12093e-07,0.0045272,0.0016385,4.29768e-05,0.00015265
1587,5.58584e-05,0.00583943,0.0034291,0.00337324,9.73542e-08,0,0.000117985,-6.20289e-05,0.00297199,0.000195722,0.000202926,0.00413148,0.0761438,0.0263882,0.00242424,0.00418229,5.0545e-05,1.70668e-05,8.36477e-06,9.34692e-06,3.20159e-09,0,1.14641e-06,0.00452617,0.00163854,4.09877e-05,0.000154638
1588,-6.10646e-05,0.00574466,0.00323028,0.00329135,-3.94475e-08,-1.65834e-08,3.34956e-05,-9.45831e-05,0.00281575,0.00016538,0.000189664,0.00364101,0.0759567,0.0263879,0.00248463,0.00421443,5.1739e-05,1.13856e-05,5.47523e-06,7.79131e-06,-1.35577e-09,-3.8177e-11,3.1355e-07,0.00451823,0.00163852,4.05094e-05,0.000163031
1589,0.00037377,0.00633358,0.00373528,0.00336151,2.86681e-08,0,2.59574e-05,0.000347841,0.0035924,0.00021236,0.000338684,0.00751038,0.0762208,0.0263886,0.00261148,0.00417134,5.18847e-05,2.08194e-05,1.00131e-05,1.09544e-05,9.24825e-10,0,2.58644e-07,0.0045274,0.00163855,4.5237e-05,0.000154804
1590,0.0001787,0.00617204,0.00357851,0.00339981,2.86896e-08,-1.20952e-09,5.68067e-05,0.000121924,0.00332113,0.000207668,0.000194726,0.00413564,0.0763911,0.0263898,0.00266009,0.00407433,5.20624e-05,1.90764e-05,6.43222e-06,1.03623e-05,9.21867e-10,-2.43961e-12,5.74899e-07,0.00453311,0.0016386,4.67433e-05,0.000150412
1591,6.602e-05,0.00610445,0.00353969,0.00347367,2.86685e-08,-5.03217e-09,2.88656e-05,3.7188e-05,0.00304818,0.000218944,0.000200293,0.00367524,0.0764962,0.0263919,0.00261397,0.00405258,5.20987e-05,1.72994e-05,5.99552e-06,9.70338e-06,9.20906e-10,-1.13933e-11,2.90044e-07,0.00453813,0.00163872,4.5655e-05,0.000149438
1592,0.00019566,0.00616927,0.00365421,0.00345855,2.78144e-08,0,2.28529e-05,0.000172835,0.00357104,0.000215945,0.000331734,0.00751038,0.076615,0.0263938,0.00262607,0.00409445,5.15609e-05,2.08223e-05,8.07059e-06,1.11956e-05,9.10356e-10,0,2.29519e-07,0.00454432,0.00163882,4.59594e-05,0.00014689
1593,0.000236205,0.00636219,0.00370604,0.00346984,2.75285e-08,0,2.61496e-05,0.000210082,0.00374355,0.00021455,0.000329182,0.00751038,0.0768863,0.0263959,0.00267741,0.00398193,5.22131e-05,2.19626e-05,7.03466e-06,1.14783e-05,9.06064e-10,0,2.72638e-07,0.00455438,0.00163891,4.8103e-05,0.000138925
1594,2.57586e-05,0.00610301,0.00357646,0.0035507,2.809e-08,0,3.78065e-05,-1.20197e-05,0.00330351,0.000236842,0.000226901,0.00405584,0.0769728,0.0263989,0.0025441,0.00401673,5.23992e-05,1.86925e-05,6.62858e-06,9.97854e-06,9.06554e-10,0,3.86334e-07,0.00456084,0.00163908,4.51369e-05,0.000138084
1595,-0.000274754,0.00536672,0.00317147,0.00344623,9.1777e-08,-6.59681e-09,0.000126046,-0.000400702,0.00269827,0.000196031,0.000180352,0.00324772,0.0767242,0.0264005,0.00234372,0.00406503,4.82623e-05,1.19504e-05,7.12106e-06,8.90224e-06,3.0192e-09,-1.46211e-11,1.19904e-06,0.00455431,0.00163918,3.88443e-05,0.000146385
1596,0.000531212,0.00664021,0.00384191,0.0033107,-3.44887e-08,0,2.26126e-05,0.000508565,0.00341936,0.000263506,0.000255919,0.00509795,0.0771001,0.0264003,0.00272295,0.00381846,5.69514e-05,1.85243e-05,5.71331e-06,9.61975e-06,-1.18255e-09,0,2.54663e-07,0.00456485,0.00163915,4.97045e-05,0.000131257
1597,0.000240131,0.00630327,0.0037803,0.00354017,2.742e-08,0,3.07349e-05,0.000209423,0.00344078,0.000249091,0.00047702,0.00933876,0.0772398,0.0264032,0.00270734,0.00390382,5.42326e-05,1.88946e-05,8.20057e-06,1.10814e-05,8.95736e-10,0,3.26554e-07,0.00457376,0.00163933,4.93064e-05,0.000127995
1598,-0.000124949,0.00576558,0.00329546,0.0034204,3.96941e-08,-8.46338e-09,5.99234e-05,-0.000184824,0.00288369,0.000183741,0.000141861,0.00319968,0.077017,0.0264044,0.00268587,0.00396325,5.47507e-05,1.50446e-05,5.01594e-06,8.58853e-06,1.28284e-09,-1.84187e-11,6.07331e-07,0.00456781,0.00163939,4.67198e-05,0.000136469
1599,0.000101106,0.00593415,0.00354918,0.00344808,1.75409e-08,-1.67316e-09,5.7175e-05,4.39504e-05,0.00308847,0.000208553,0.000184107,0.00413564,0.0770381,0.026406,0.0026482,0.00402379,5.37415e-05,1.67766e-05,8.72976e-06,1.00889e-05,5.52172e-10,-3.57297e-12,5.75423e-07,0.0045692,0.00163949,4.53923e-05,0.000139618
1600,0.000343681,0.0067471,0.00383845,0.00349477,2.78385e-08,0,1.91128e-05,0.000324596,0.00361943,0.000251303,0.000276013,0.00564002,0.0775663,0.0264082,0.00281496,0.00365342,5.69373e-05,2.11045e-05,3.66198e-06,1.11894e-05,9.01844e-10,0,2.17724e-07,0.00458643,0.00163957,5.29219e-05,0.000122758
1601,1.65416e-07,0.00604416,0.00355265,0.00355248,4.59154e-08,0,7.51659e-05,-7.49545e-05,0.00294229,0.000265214,0.000197782,0.00390322,0.0774955,0.026411,0.00269549,0.00376868,5.49628e-05,1.79115e-05,6.44297e-06,9.36152e-06,1.49459e-09,0,8.08193e-07,0.00458995,0.00163973,4.97299e-05,0.000123249
1602,0.000259045,0.00659011,0.00380358,0.00354453,9.34284e-09,0,1.94298e-05,0.000239625,0.00345248,0.000236482,0.000370449,0.00700985,0.077789,0.0264138,0.00275415,0.00365614,5.7968e-05,1.92054e-05,4.99787e-06,1.01166e-05,2.88204e-10,0,2.16975e-07,0.00460125,0.00163988,5.18777e-05,0.000115382
1603,0.00023694,0.00658841,0.00382442,0.00358748,2.65166e-08,0,2.01028e-05,0.000216864,0.00350328,0.000238795,0.000369393,0.00700985,0.0780051,0.0264171,0.00278336,0.00362768,5.76858e-05,1.97496e-05,5.28763e-06,1.02965e-05,8.78427e-10,0,2.21204e-07,0.00461095,0.00164006,5.2369e-05,0.000109898
1604,0.000191178,0.00652597,0.00380275,0.00361157,2.5521e-08,0,2.02622e-05,0.000170941,0.00349163,0.00023952,0.000365562,0.00700985,0.078194,0.0264206,0.002784,0.00360911,5.85524e-05,1.98512e-05,5.18553e-06,1.03666e-05,8.52989e-10,0,2.22216e-07,0.00461953,0.00164025,5.1968e-05,0.000107145
1605,-0.000302737,0.00539963,0.00328551,0.00358824,3.81703e-07,0,0.000370443,-0.000672798,0.00279563,0.000149295,0.000392221,0.00753933,0.0778148,0.0264239,0.0022522,0.00384729,5.15485e-05,1.56832e-05,1.08872e-05,9.18422e-06,1.27675e-08,0,3.60205e-06,0.00461284,0.00164046,3.86994e-05,0.000119166
1606,0.000568305,0.00664555,0.00389404,0.00332574,-3.35373e-07,0,2.42061e-05,0.000543764,0.00355735,0.000252925,0.000241381,0.00509795,0.0781019,0.0264236,0.00266271,0.00369348,6.08125e-05,1.9061e-05,5.20684e-06,1.02693e-05,-1.11155e-08,0,2.68305e-07,0.00461563,0.00164042,4.81058e-05,0.000113549
1607,9.2358e-05,0.00599999,0.00366164,0.00356928,2.92962e-08,0,7.27031e-05,1.96841e-05,0.00323715,0.000201499,0.000272639,0.0046588,0.0779736,0.0264265,0.00252345,0.00398076,5.388e-05,1.81968e-05,8.27971e-06,1.06158e-05,1.10593e-09,0,7.30962e-07,0.00461517,0.00164058,4.36147e-05,0.000120782
1608,-0.000405847,0.00532565,0.00307942,0.00348527,1.17212e-07,-5.09465e-09,0.000150344,-0.000556068,0.00273837,0.000147852,0.000191671,0.00320389,0.0776979,0.0264282,0.0022539,0.00396988,5.03808e-05,1.13642e-05,5.64961e-06,8.49076e-06,3.91679e-09,-1.18263e-11,1.40719e-06,0.0046062,0.00164069,3.64796e-05,0.000132696
1609,-0.000803185,0.00449854,0.00249045,0.00329364,4.27802e-07,-3.32736e-08,2.15899e-05,-0.000824313,0.00226321,0.000207302,0.000164895,0.0029119,0.0771204,0.0264274,0.00217472,0.00380227,4.57002e-05,6.09993e-06,7.86705e-06,6.89569e-06,1.42193e-08,-6.61944e-11,1.87072e-07,0.00458643,0.00164067,3.27057e-05,0.000148765
1610,0.000778545,0.00673207,0.00401133,0.00323279,-4.73964e-07,0,2.62297e-05,0.000751841,0.00342482,0.000235047,0.000440292,0.00933876,0.0774538,0.0264259,0.00252732,0.00386812,5.99567e-05,1.76934e-05,1.13533e-05,1.04345e-05,-1.58173e-08,0,2.91015e-07,0.0045974,0.00164058,4.62764e-05,0.000135167
1611,-0.000132098,0.00566688,0.00325618,0.00338828,3.07964e-07,-1.19448e-08,0.00029244,-0.000424218,0.00267962,0.000169787,0.00017315,0.00292737,0.0772115,0.0264264,0.00227304,0.00394048,5.20688e-05,1.37658e-05,6.30825e-06,8.50632e-06,1.02253e-08,-2.67955e-11,2.97233e-06,0.00459122,0.0016406,4.0133e-05,0.000139916
1612,-0.000190303,0.0053996,0.00311942,0.00330972,-6.99406e-08,-7.85478e-09,0.000113316,-0.000303681,0.00258169,0.000143474,0.000194082,0.00320389,0.0768813,0.0264259,0.0021617,0.00407828,5.40795e-05,8.59096e-06,8.52031e-06,7.67298e-06,-2.37249e-09,-1.7693e-11,1.06933e-06,0.00457924,0.0016406,3.61295e-05,0.000154043
1613,-0.000744129,0.00447522,0.00243897,0.0031831,6.49597e-07,-1.70586e-08,1.94985e-05,-0.000762961,0.00221195,0.000209511,0.000169048,0.0029119,0.0764296,0.0264238,0.00216347,0.00376531,4.57311e-05,5.65215e-06,9.09284e-06,6.70841e-06,2.16122e-08,-3.90895e-11,1.72814e-07,0.00456034,0.00164051,3.40208e-05,0.000166145
1614,0.000526053,0.00628744,0.00367115,0.00314509,-7.41443e-07,0,9.76682e-05,0.000427643,0.00278807,0.000211953,0.000250153,0.00484869,0.0763957,0.0264212,0.00228977,0.00410054,5.89206e-05,1.24609e-05,1.31169e-05,8.08198e-06,-2.47473e-08,0,1.05759e-06,0.00456076,0.00164037,4.14285e-05,0.000163062
1615,0.000465399,0.00634221,0.0036723,0.00320691,3.17117e-10,-9.29828e-09,4.8259e-05,0.000417149,0.00309253,0.000184944,0.000215911,0.00382557,0.0765389,0.0264195,0.00256012,0.00410411,5.08991e-05,1.40413e-05,8.15453e-06,8.86244e-06,-2.97427e-11,-2.09899e-11,4.87221e-07,0.00456161,0.00164028,4.67221e-05,0.000152678
1616,0.000150021,0.005863,0.00351077,0.00336075,2.74128e-07,0,0.000384945,-0.00023465,0.00274992,0.000147702,0.00042801,0.00753933,0.0765073,0.02642,0.0022313,0.0042299,5.40005e-05,1.55909e-05,1.38157e-05,8.60072e-06,9.10899e-09,0,3.69576e-06,0.00455909,0.00164032,3.88289e-05,0.000157605
1617,-0.000603461,0.0048417,0.00262097,0.00322443,2.44218e-07,-2.07487e-08,2.35656e-05,-0.000626762,0.00244033,0.000206738,0.000180995,0.0029119,0.0761458,0.0264186,0.00222808,0.00396786,4.62806e-05,6.98186e-06,7.92267e-06,7.06214e-06,8.09901e-09,-4.74804e-11,2.0577e-07,0.00454171,0.00164026,3.52958e-05,0.000170009
1618,0.000464325,0.00630995,0.00359427,0.00312994,-4.3235e-07,-3.64874e-09,4.18785e-05,0.000422018,0.0028293,0.000217105,0.00022552,0.0043985,0.0761463,0.0264159,0.00254932,0.00406814,5.68556e-05,1.40746e-05,1.14569e-05,8.15931e-06,-1.44502e-08,-8.17009e-12,4.40312e-07,0.00454057,0.00164012,4.50295e-05,0.000165223
1619,0.000401676,0.00659985,0.00375714,0.00335546,2.88088e-08,-2.73273e-09,1.90185e-05,0.000382689,0.00330651,0.000318626,0.000302699,0.00566412,0.0763898,0.0264164,0.00269221,0.00406449,5.29026e-05,1.63648e-05,8.59043e-06,9.09831e-06,9.19584e-10,-6.03317e-12,2.01444e-07,0.00454929,0.00164014,4.93924e-05,0.000153697
1620,2.97023e-05,0.00589469,0.00344957,0.00341987,4.83171e-08,-2.71337e-09,9.76853e-05,-6.7932e-05,0.00288402,0.000228515,0.000292906,0.00484869,0.0763665,0.0264176,0.00255568,0.00415632,5.23305e-05,1.43067e-05,9.95192e-06,8.87542e-06,1.56431e-09,-6.00304e-12,9.77002e-07,0.00454884,0.00164022,4.50847e-05,0.000157172
1621,0.000284505,0.00630058,0.00369181,0.0034073,8.17155e-09,0,2.78726e-05,0.000256641,0.00345543,0.000235629,0.000493597,0.00933876,0.0766756,0.0264188,0.00261916,0.0040404,5.31554e-05,1.93415e-05,8.37809e-06,1.10209e-05,2.53041e-10,0,2.9741e-07,0.00455838,0.00164028,4.75306e-05,0.000148839
1622,0.000544451,0.00713724,0.00402543,0.00348098,2.53743e-08,0,1.9621e-05,0.000524855,0.00373465,0.000232097,0.00039842,0.00700985,0.0772608,0.0264209,0.00282543,0.00377379,5.79149e-05,2.45313e-05,4.07986e-06,1.06393e-05,8.9664e-10,0,2.22674e-07,0.00457702,0.00164036,5.49118e-05,0.000128964
1623,-7.76787e-05,0.00584109,0.00349364,0.00357132,1.59377e-07,-2.23865e-09,0.000235575,-0.000313092,0.00299589,0.000234639,0.000437599,0.00687541,0.077006,0.0264241,0.00242612,0.00411479,5.16654e-05,1.61233e-05,9.27656e-06,9.25199e-06,5.31443e-09,-4.61969e-12,2.2936e-06,0.00457382,0.00164057,4.29473e-05,0.000138603
1624,5.67885e-05,0.00584763,0.00349001,0.00343323,-1.07619e-07,-2.4959e-09,3.20468e-05,2.46366e-05,0.00310361,0.000225961,0.000226104,0.00405584,0.0769712,0.0264254,0.00237899,0.0042214,5.30326e-05,1.59987e-05,1.11605e-05,9.54106e-06,-3.58827e-09,-5.48505e-12,3.10342e-07,0.00457048,0.00164065,3.99537e-05,0.000146244
1625,0.000199906,0.00611507,0.0035991,0.00339919,2.14636e-08,0,2.72733e-05,0.000172655,0.00342755,0.000231706,0.00048827,0.00933876,0.0771962,0.0264264,0.00252223,0.00402579,5.25654e-05,1.91558e-05,7.48997e-06,1.11381e-05,8.26441e-10,0,2.82459e-07,0.00457546,0.00164068,4.38234e-05,0.000141223
1626,-3.50324e-05,0.00588507,0.00338265,0.00341768,2.76246e-08,-5.72504e-09,3.0646e-05,-6.56451e-05,0.00291026,0.000192283,0.000212001,0.00378006,0.0770987,0.0264275,0.00256099,0.00401884,5.02134e-05,1.4855e-05,6.02447e-06,8.3295e-06,7.93792e-10,-1.27703e-11,3.00786e-07,0.00457313,0.00164074,4.36424e-05,0.000141412
1627,-0.000586685,0.00495262,0.00282342,0.0034101,1.78792e-07,-4.04081e-08,4.51863e-05,-0.000631652,0.002303,0.000221855,0.00015768,0.00281706,0.0766242,0.0264285,0.00235917,0.00406357,4.48755e-05,8.5524e-06,8.76934e-06,7.36207e-06,5.91924e-09,-9.26795e-11,4.03928e-07,0.00455936,0.00164082,3.65327e-05,0.000155241
1628,-0.000238951,0.00536442,0.00306722,0.00330617,1.1251e-07,-7.75815e-09,9.69669e-05,-0.000335797,0.00252418,0.000145997,0.000200399,0.00320389,0.0763927,0.0264281,0.00222271,0.00409576,5.15455e-05,8.65557e-06,8.79257e-06,7.5216e-06,3.70971e-09,-1.74547e-11,8.86074e-07,0.0045522,0.00164082,3.49774e-05,0.000164579
1629,0.000476245,0.00629316,0.00372719,0.00325095,-1.9415e-07,0,7.16642e-05,0.000404387,0.00313985,0.000186572,0.000281797,0.0046588,0.0765268,0.026427,0.00234665,0.00424208,5.38507e-05,1.75513e-05,9.57511e-06,1.00252e-05,-6.49691e-09,0,7.35859e-07,0.00455566,0.00164075,4.04942e-05,0.000159833
1630,0.000138137,0.00594244,0.00343996,0.00330182,4.2629e-08,-2.90739e-09,9.5277e-05,4.29059e-05,0.00289238,0.000216683,0.000288693,0.00484869,0.0766405,0.0264266,0.00243288,0.00408505,5.29541e-05,1.41276e-05,8.40411e-06,8.93505e-06,1.38469e-09,-6.23329e-12,9.92757e-07,0.0045573,0.00164072,4.30655e-05,0.000155887
1631,0.000274536,0.00619536,0.00359312,0.00331859,4.89082e-09,-6.09977e-09,4.6597e-05,0.00022795,0.0030992,0.000187788,0.000215056,0.00382557,0.0766913,0.0264264,0.00258045,0.00411461,4.93878e-05,1.46039e-05,6.75059e-06,9.0085e-06,1.2261e-10,-1.34622e-11,4.53642e-07,0.00455762,0.00164072,4.51324e-05,0.000150249
