Year,NEP,GPP,NPP,RH,estabc,negc_fluxes,firec,NBP,transp,evap,interc,prec,SoilC,SoilC_slow,LitC,VegC,nuptake,ndemand,nlosses,ninflux,estabn,negn_fluxes,firen,SoilN,SoilN_slow,LitN,VegN
(AD),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN)
1632,0.000544166,0.00676969,0.00392473,0.00338056,2.85408e-08,0,2.45096e-05,0.000519685,0.00347056,0.000283094,0.000267265,0.00509795,0.0771248,0.0264271,0.00288318,0.00389802,5.77078e-05,1.8702e-05,6.43952e-06,9.50948e-06,9.18358e-10,0,2.7193e-07,0.00457092,0.00164075,5.34154e-05,0.0001352
1633,-0.000946549,0.00460977,0.00255922,0.00350577,7.66903e-07,-2.32019e-08,2.82264e-05,-0.000973986,0.00233285,0.000241777,0.000178739,0.0029119,0.0766104,0.0264294,0.00254584,0.00377578,4.29244e-05,6.80594e-06,7.18842e-06,7.0767e-06,2.55227e-08,-5.3324e-11,2.59183e-07,0.00455917,0.00164092,4.21644e-05,0.000147945
1634,0.000525423,0.00651076,0.00390162,0.00337619,-6.9385e-07,0,7.62768e-05,0.000448453,0.00314586,0.000195362,0.000259332,0.0046588,0.0767307,0.02643,0.00248411,0.00416569,5.89088e-05,1.63334e-05,1.13994e-05,9.75339e-06,-2.31539e-08,0,7.91639e-07,0.00456589,0.00164096,4.39902e-05,0.000147843
1635,-0.000788915,0.00464731,0.00253841,0.00332732,5.97757e-07,-2.40584e-08,2.46329e-05,-0.000812926,0.00235764,0.000219971,0.000179575,0.0029119,0.0763416,0.02643,0.002344,0.003882,4.27681e-05,7.12957e-06,6.91761e-06,7.13602e-06,1.98843e-08,-5.50417e-11,2.15189e-07,0.0045506,0.00164099,3.73616e-05,0.000158795
1636,7.09722e-05,0.0056485,0.00330103,0.00323005,-4.14493e-07,-2.365e-09,0.000122793,-5.22332e-05,0.00254852,0.000193321,0.000170429,0.00324772,0.0761181,0.0264286,0.00227276,0.00412449,5.42927e-05,9.75235e-06,1.14762e-05,8.05761e-06,-1.38567e-08,-5.20237e-12,1.16663e-06,0.00454442,0.00164093,3.79227e-05,0.000165895
1637,5.34304e-06,0.00550142,0.00320944,0.0032041,3.00461e-08,-2.24571e-09,0.000119917,-0.000114541,0.00250504,0.000189819,0.000181353,0.00324772,0.0759778,0.026427,0.00226143,0.00416156,5.12067e-05,1.02286e-05,9.44271e-06,8.10968e-06,9.51529e-10,-4.92511e-12,1.14121e-06,0.00453761,0.00164085,3.81817e-05,0.000169891
1638,0.000334272,0.00610518,0.00354286,0.00320859,-2.31931e-08,-5.05124e-09,3.29503e-05,0.000301303,0.00273859,0.00021385,0.000194634,0.00367524,0.0761479,0.0264255,0.00247167,0.00408253,5.59183e-05,1.37819e-05,8.78352e-06,8.66801e-06,-8.17268e-10,-1.14365e-11,3.4605e-07,0.00454036,0.00164077,4.45386e-05,0.000164513
1639,-0.000506924,0.00487137,0.00267714,0.00318407,4.10852e-07,-1.48176e-08,2.52296e-05,-0.000531728,0.00238309,0.000186376,0.00014133,0.00319968,0.0757129,0.0264236,0.00250408,0.00395346,5.25519e-05,8.18716e-06,6.74064e-06,7.08522e-06,1.36543e-08,-3.40975e-11,2.41422e-07,0.00452324,0.00164069,4.25333e-05,0.000180829
1640,0.000560728,0.00655679,0.00382639,0.00326567,-4.42698e-07,0,2.36035e-05,0.000536682,0.00354453,0.000217594,0.000313885,0.00751038,0.0759512,0.0264229,0.00258869,0.00416718,5.29006e-05,2.08007e-05,1.17685e-05,1.07921e-05,-1.47806e-08,0,2.48481e-07,0.00453359,0.00164066,4.81918e-05,0.000168285
1641,-0.00055432,0.00517941,0.00275627,0.00331059,1.83545e-07,-1.96277e-08,3.15489e-05,-0.000585666,0.00257457,0.00022185,0.00018561,0.0029119,0.0756434,0.0264228,0.00241143,0.00406653,4.40606e-05,8.92561e-06,7.46997e-06,7.39655e-06,6.07733e-09,-4.46316e-11,2.8865e-07,0.00452166,0.00164067,4.08932e-05,0.000176498
1642,0.000603288,0.00664208,0.00389032,0.00328704,-1.24582e-07,0,5.91216e-05,0.000544042,0.00309941,0.000217773,0.000295595,0.00487015,0.0760783,0.0264224,0.00258734,0.00399984,5.68985e-05,1.70281e-05,1.27764e-05,9.16878e-06,-4.18331e-09,0,6.52753e-07,0.00453754,0.00164066,4.92925e-05,0.000157773
1643,0.000225434,0.00614098,0.00357107,0.00334564,4.51136e-08,-9.60982e-10,8.38657e-05,0.000141614,0.00290761,0.000261956,0.000212603,0.00390322,0.0761994,0.0264228,0.00263162,0.00397608,5.43374e-05,1.74338e-05,9.61642e-06,8.97744e-06,1.45915e-09,-1.6846e-12,8.88126e-07,0.00454158,0.00164069,4.9781e-05,0.000151694
1644,0.000389201,0.00647063,0.00381711,0.00342791,9.91547e-09,0,2.84183e-05,0.000360793,0.00346541,0.000241958,0.000481972,0.00933876,0.0765356,0.0264244,0.00269696,0.00393528,5.51637e-05,1.90167e-05,8.7921e-06,1.09338e-05,3.09829e-10,0,3.12155e-07,0.00455365,0.00164079,5.17317e-05,0.000140792
1645,0.000381135,0.00652104,0.00383588,0.00345475,2.82814e-08,-1.01223e-10,6.13109e-05,0.000319852,0.00339403,0.000207931,0.000185311,0.00413564,0.0768065,0.0264262,0.00274164,0.00393959,5.73261e-05,1.92135e-05,6.54187e-06,1.04721e-05,9.09429e-10,0,6.55192e-07,0.00456179,0.00164089,5.17084e-05,0.000135421
1646,0.000253607,0.00648797,0.00382811,0.0035745,2.80665e-08,0,5.67918e-05,0.000196843,0.00331653,0.000254116,0.000275402,0.00471671,0.0770615,0.0264295,0.00261176,0.00401129,5.6912e-05,2.09111e-05,5.43856e-06,1.03246e-05,9.09432e-10,0,5.95005e-07,0.00457157,0.00164107,4.81113e-05,0.000132842
1647,0.000101613,0.00603868,0.00351376,0.00341215,2.83137e-08,-2.87902e-09,4.0274e-05,6.13704e-05,0.00290475,0.000224894,0.000222971,0.0043985,0.0771662,0.0264307,0.00277651,0.00380322,5.62499e-05,1.61794e-05,6.56621e-06,9.01764e-06,9.0687e-10,-6.03612e-12,4.39942e-07,0.00457332,0.00164114,5.07097e-05,0.000129522
1648,-6.06442e-05,0.00584283,0.00347815,0.0035388,5.81578e-08,-2.75296e-09,9.89905e-05,-0.000159574,0.00285774,0.000229783,0.000272571,0.00484869,0.0770259,0.0264335,0.00257325,0.0039872,5.30681e-05,1.43141e-05,9.74423e-06,9.13426e-06,1.89836e-09,-6.09776e-12,9.98641e-07,0.00457303,0.00164131,4.51474e-05,0.000135022
1649,-0.00059139,0.00500181,0.00283823,0.00342962,5.43116e-08,-1.88395e-08,4.92859e-05,-0.000640603,0.00236334,0.00021455,0.000152735,0.00281706,0.0765993,0.0264348,0.00233734,0.00400911,4.45418e-05,8.87948e-06,7.79587e-06,7.52496e-06,1.77003e-09,-4.35364e-11,4.64469e-07,0.00456053,0.00164141,3.73007e-05,0.000146384
1650,0.000365745,0.00620577,0.0036749,0.00330915,-2.67164e-08,-5.27639e-09,3.32625e-05,0.000332461,0.00285145,0.000205376,0.000188908,0.00367524,0.0767409,0.0264345,0.002507,0.00403029,5.6873e-05,1.47133e-05,1.03362e-05,8.97316e-06,-9.23745e-10,-1.19622e-11,3.3175e-07,0.00456249,0.0016414,4.26496e-05,0.000145291
1651,0.000172605,0.00603282,0.00358907,0.00341646,3.15632e-08,0,5.75972e-05,0.000115039,0.00315576,0.000197123,0.000281939,0.0046588,0.0768118,0.0264357,0.00248128,0.00410018,5.26374e-05,1.808e-05,7.39943e-06,1.0257e-05,1.03127e-09,0,5.74145e-07,0.00456533,0.00164146,4.27441e-05,0.000145236
1652,-0.000353365,0.00522473,0.00290777,0.00326113,2.74734e-08,-1.73381e-08,4.37003e-05,-0.00039702,0.00261995,0.000178459,0.00014045,0.00319968,0.076414,0.0264348,0.00250463,0.00407755,5.29764e-05,1.10291e-05,6.054e-06,7.7026e-06,8.75235e-10,-3.92406e-11,4.10327e-07,0.00455001,0.00164141,4.1076e-05,0.000160791
1653,7.35666e-05,0.0058696,0.0034512,0.00337764,2.68881e-08,-5.3192e-09,3.27588e-05,4.084e-05,0.00298998,0.000231542,0.000225943,0.00405584,0.0764244,0.0264354,0.00243044,0.00418228,5.00948e-05,1.52662e-05,9.25333e-06,9.27515e-06,8.56232e-10,-1.17497e-11,3.2274e-07,0.00455221,0.00164145,4.09585e-05,0.000160005
1654,0.000380352,0.00662426,0.00373331,0.00335296,2.81617e-08,0,1.87387e-05,0.000361642,0.00343299,0.000228645,0.000389185,0.00700985,0.0769546,0.0264358,0.00268224,0.00376183,5.57864e-05,1.94773e-05,5.39677e-06,9.72767e-06,9.09545e-10,0,2.14142e-07,0.00456894,0.00164145,5.10739e-05,0.0001388
1655,-0.00029306,0.00553052,0.00318021,0.00347327,2.34005e-07,-1.18972e-08,0.000159473,-0.000452287,0.0027324,0.000153907,0.00019798,0.00320389,0.0766373,0.0264377,0.00235889,0.0039502,4.96743e-05,1.08545e-05,6.9958e-06,8.13583e-06,7.76009e-09,-2.68756e-11,1.56892e-06,0.00456377,0.0016416,4.18647e-05,0.000146351
1656,9.13177e-09,0.00573547,0.0032488,0.00324879,-1.76247e-07,-9.05503e-09,3.37618e-05,-3.39198e-05,0.00272971,0.000161068,0.000176297,0.00364101,0.0764228,0.0264366,0.00243856,0.00405111,5.6569e-05,9.73829e-06,7.64405e-06,7.71261e-06,-5.91531e-09,-2.04558e-11,3.39842e-07,0.00455483,0.00164155,4.22384e-05,0.000156018
1657,0.000439997,0.0063703,0.0037914,0.0033514,4.65727e-08,0,7.71957e-05,0.000362848,0.0032033,0.00019252,0.000281383,0.0046588,0.0766729,0.0264369,0.00250257,0.00409983,5.53537e-05,1.7614e-05,9.61489e-06,1.00977e-05,1.5251e-09,0,8.02863e-07,0.00456327,0.00164157,4.54957e-05,0.000148006
1658,-0.000485829,0.00500622,0.00283657,0.0033224,3.07694e-07,-1.12491e-08,0.000302799,-0.000788308,0.00235085,0.000165616,0.000181657,0.00327058,0.0762702,0.0264368,0.00216016,0.00405668,5.22862e-05,9.14052e-06,7.49976e-06,7.11261e-06,1.02159e-08,-2.54111e-11,2.83218e-06,0.00454816,0.00164159,3.60363e-05,0.000164911
1659,-0.000157972,0.00537022,0.00294527,0.00310325,-1.98868e-07,-1.01466e-08,3.33055e-05,-0.000191467,0.00257192,0.000164504,0.000139503,0.00319968,0.0758093,0.0264339,0.00231599,0.00417031,5.64802e-05,9.69134e-06,7.87982e-06,7.20733e-06,-6.67027e-09,-2.29944e-11,3.06404e-07,0.00452858,0.00164144,3.7599e-05,0.000183802
1660,0.000540011,0.00648526,0.00377184,0.00323183,-3.98499e-08,0,2.45009e-05,0.00051547,0.00358782,0.000209368,0.000335951,0.00751038,0.0760708,0.0264327,0.00254775,0.00419254,5.15432e-05,2.12717e-05,1.14272e-05,1.08195e-05,-1.35658e-09,0,2.54258e-07,0.00453801,0.00164137,4.63676e-05,0.00016838
1661,-0.000248126,0.0054847,0.00304947,0.00329759,2.82759e-07,-1.36739e-08,0.000312496,-0.000560325,0.00255012,0.00016637,0.000191751,0.00327058,0.075847,0.0264324,0.00224256,0.00416112,5.09677e-05,1.11017e-05,7.72768e-06,7.53975e-06,9.38449e-09,-3.10259e-11,2.96487e-06,0.00452892,0.00164136,3.8635e-05,0.000176621
1662,-0.000118168,0.00554511,0.00311751,0.00323568,5.81691e-08,-9.50044e-09,0.000103077,-0.000221177,0.0026241,0.00014281,0.000211205,0.00320389,0.0756565,0.0264313,0.00218117,0.00419189,5.06412e-05,9.16037e-06,9.14557e-06,7.56113e-06,1.89775e-09,-2.15132e-11,9.81531e-07,0.00452127,0.00164132,3.67494e-05,0.000182545
1663,-0.00108199,0.00378427,0.00200428,0.00308626,1.72018e-06,-1.79151e-08,4.21325e-05,-0.00112238,0.00173836,0.000173973,0.000112517,0.00201383,0.0753041,0.0264283,0.00222348,0.00337953,4.66873e-05,4.02676e-06,1.01641e-05,6.25681e-06,5.72979e-08,-4.10861e-11,3.95368e-07,0.00450537,0.00164119,3.72514e-05,0.00018965
1664,0.00128425,0.00756734,0.00429791,0.00301366,-1.94378e-06,0,1.98991e-05,0.00126241,0.00331391,0.000284482,0.00020737,0.00509795,0.0755014,0.0264243,0.00265345,0.00401477,5.13124e-05,1.36308e-05,1.58704e-05,8.20017e-06,-6.48264e-08,0,2.47748e-07,0.00451686,0.00164099,5.50841e-05,0.000157763
1665,-0.000483201,0.0049786,0.00280065,0.00328386,7.92107e-07,-1.21892e-08,0.000318431,-0.000800827,0.00227671,0.000179702,0.000196634,0.00327058,0.0751312,0.026424,0.00228507,0.00395243,5.52198e-05,7.88473e-06,1.0166e-05,6.78958e-06,2.63626e-08,-2.78297e-11,3.18761e-06,0.00450295,0.00164102,4.21451e-05,0.000176361
1666,0.000492799,0.00629526,0.00362402,0.00313122,-7.23007e-07,-2.33375e-09,6.49865e-05,0.000427091,0.00281771,0.000251326,0.000197818,0.00390322,0.0750922,0.0264217,0.00238395,0.00431971,5.59875e-05,1.52521e-05,1.28506e-05,8.519e-06,-2.41389e-08,-5.11431e-12,6.23683e-07,0.00449938,0.0016409,4.42414e-05,0.000177549
1667,0.000443863,0.00637171,0.00365152,0.00320766,3.84909e-08,-1.05282e-08,4.49247e-05,0.000398987,0.00300364,0.000190254,0.000233821,0.00382557,0.0752707,0.0264205,0.00260829,0.00431586,5.04419e-05,1.33159e-05,7.25714e-06,8.59431e-06,1.24241e-09,-2.38881e-11,4.37055e-07,0.00450036,0.00164084,4.6814e-05,0.000169889
1668,0.000492468,0.00656914,0.00387487,0.0033824,9.34453e-09,0,6.01416e-05,0.000432336,0.00308341,0.000229262,0.000318179,0.00487015,0.0757254,0.0264216,0.00269384,0.00420791,5.66384e-05,1.66477e-05,9.14791e-06,9.1226e-06,2.82123e-10,0,6.27048e-07,0.00451347,0.00164091,4.94383e-05,0.000159622
1669,-0.000543354,0.00501201,0.00283057,0.00337392,5.58901e-07,-1.27547e-08,0.000311272,-0.000854054,0.00233927,0.000173128,0.000198802,0.00327058,0.0754128,0.0264225,0.00228676,0.00407358,5.04261e-05,9.22742e-06,7.32341e-06,7.01796e-06,1.85891e-08,-2.8963e-11,2.85837e-06,0.00450262,0.00164099,3.80941e-05,0.000174133
1670,-0.000343498,0.00508387,0.00283333,0.00317683,2.03543e-07,-6.6322e-09,0.000268103,-0.00061139,0.00230946,0.000158128,0.000182317,0.00327058,0.0750566,0.0264209,0.00205748,0.00404759,5.18087e-05,8.83352e-06,9.64618e-06,6.88169e-06,6.74325e-09,-1.49006e-11,2.4528e-06,0.00448895,0.00164093,3.33365e-05,0.000187535
1671,0.000502829,0.00630387,0.00354395,0.00304112,-5.80674e-07,-3.14644e-09,3.67857e-05,0.000465465,0.00286312,0.000212227,0.00022754,0.0043985,0.0749973,0.0264174,0.00239204,0.00423789,5.2816e-05,1.52509e-05,1.0764e-05,8.30627e-06,-1.93962e-08,-6.99773e-12,3.83586e-07,0.00448482,0.00164073,4.23223e-05,0.000182682
1672,0.000421957,0.00655445,0.0037262,0.00330424,8.36096e-10,0,4.72502e-05,0.000374708,0.00322862,0.000262411,0.000312883,0.00471671,0.0751127,0.0264176,0.00246201,0.00442719,5.18212e-05,1.86655e-05,8.0545e-06,9.21927e-06,-1.32059e-11,0,4.7658e-07,0.00448808,0.00164074,4.31088e-05,0.000179693
1673,0.000107044,0.00586527,0.0034041,0.00329705,2.49047e-07,0,0.0003087,-0.000201407,0.00282319,0.000145591,0.000457362,0.00753933,0.0751309,0.0264176,0.00224124,0.00442834,4.93614e-05,1.71095e-05,1.12835e-05,8.74017e-06,8.26814e-09,0,2.89228e-06,0.00448552,0.00164074,3.72531e-05,0.000182624
1674,0.000265344,0.0061186,0.00347479,0.00320944,-1.58554e-07,-6.82894e-10,6.56116e-05,0.000199575,0.00293251,0.000249159,0.000229413,0.00390322,0.0752254,0.0264165,0.00242135,0.00435333,5.13445e-05,1.75235e-05,9.15206e-06,8.77957e-06,-5.33063e-09,-1.26601e-12,6.09531e-07,0.00448401,0.00164066,4.07465e-05,0.000181238
1675,-0.000462173,0.00504546,0.00279119,0.00325337,6.78569e-07,-1.03143e-08,0.000283167,-0.000744651,0.002343,0.000168091,0.000206368,0.00327058,0.0749746,0.026416,0.00220975,0.00407105,4.67526e-05,9.51547e-06,7.77967e-06,6.91204e-06,2.25777e-08,-2.3661e-11,2.55037e-06,0.0044745,0.00164065,3.5343e-05,0.00018834
1676,0.00047173,0.0065217,0.00368057,0.00320884,-5.95705e-07,0,3.5544e-05,0.00043559,0.00318523,0.000251356,0.000281678,0.00471671,0.0749257,0.0264148,0.00227729,0.004488,5.17471e-05,1.81355e-05,8.37702e-06,9.08308e-06,-1.9892e-08,0,3.51737e-07,0.00447388,0.00164059,3.84844e-05,0.000189136
1677,-0.00100585,0.00404149,0.00214282,0.00314867,1.60207e-06,-2.80174e-08,4.11874e-05,-0.00104541,0.00186134,0.000177368,0.000129192,0.00201383,0.0747254,0.0264129,0.00236079,0.00355944,4.28313e-05,5.24367e-06,7.5025e-06,6.48296e-06,5.33607e-08,-6.45889e-11,3.74364e-07,0.00446284,0.0016405,3.83756e-05,0.000191576
1678,0.000573428,0.00641553,0.00367202,0.0030986,-1.59105e-06,-1.57155e-09,6.43851e-05,0.000507454,0.00270198,0.000273051,0.000174062,0.00390322,0.0743785,0.0264104,0.00231042,0.00446409,4.96175e-05,1.20728e-05,1.47524e-05,7.75734e-06,-5.30722e-08,-3.33188e-12,6.50422e-07,0.00445572,0.00164039,4.02967e-05,0.000195566
1679,0.000773153,0.00698518,0.0039302,0.00315705,-4.29563e-08,0,2.11697e-05,0.000751941,0.00346218,0.000272516,0.000295313,0.00509795,0.0748026,0.0264087,0.00273246,0.0043699,5.10877e-05,1.86945e-05,6.87345e-06,8.96073e-06,-1.47159e-09,0,2.27435e-07,0.00446695,0.00164028,5.03957e-05,0.000175406
1680,-0.000448641,0.00517234,0.00289504,0.00334368,8.29973e-07,-1.19281e-08,0.000271614,-0.000719413,0.00234464,0.000197431,0.00020615,0.00292737,0.0746367,0.0264095,0.00240424,0.00414457,4.97216e-05,9.85628e-06,6.7514e-06,7.32003e-06,2.76246e-08,-2.72568e-11,2.63598e-06,0.0044605,0.00164034,4.0251e-05,0.000186441
1681,0.000425298,0.00633285,0.00369093,0.00326563,-6.99111e-07,0,6.0142e-05,0.000364457,0.00311301,0.000197033,0.000290604,0.0046588,0.0745872,0.0264092,0.00231278,0.00465,5.18997e-05,1.72867e-05,9.93904e-06,9.79016e-06,-2.33313e-08,0,5.82917e-07,0.00445956,0.00164033,3.85374e-05,0.000193164
1682,-0.000535547,0.00497211,0.00266292,0.00319847,5.6219e-07,-1.88825e-08,2.85611e-05,-0.000563527,0.0022852,0.000219872,0.000178154,0.00281706,0.0745309,0.0264081,0.00235672,0.00409883,4.27867e-05,8.29069e-06,6.82803e-06,7.02591e-06,1.86985e-08,-4.30163e-11,2.55625e-07,0.00445191,0.00164027,3.70299e-05,0.000195463
1683,-0.000130901,0.0054121,0.00301101,0.00314191,-1.47241e-07,-1.17587e-08,2.35892e-05,-0.000154626,0.00243563,0.000199837,0.000215191,0.00378006,0.0742627,0.0264062,0.00236667,0.00420252,4.77969e-05,1.01637e-05,1.08855e-05,7.1307e-06,-4.94938e-09,-2.67306e-11,2.11888e-07,0.00444394,0.00164018,3.78864e-05,0.000201748
1684,-0.000446669,0.00492628,0.00266957,0.00311624,6.3016e-07,-7.81973e-09,0.000274683,-0.000720715,0.00225006,0.000168217,0.000192462,0.00327058,0.0740646,0.026404,0.00213189,0.00391465,4.79291e-05,8.8737e-06,8.93857e-06,6.74682e-06,2.09642e-08,-1.76615e-11,2.59436e-06,0.00443668,0.00164008,3.50498e-05,0.000206221
1685,0.000191318,0.00571694,0.00322765,0.00303633,-5.69603e-07,-4.44353e-09,0.000100345,9.04084e-05,0.00261175,0.000189865,0.000174934,0.00324772,0.0737733,0.0264008,0.00209339,0.00433488,4.42422e-05,9.31941e-06,1.31676e-05,7.56783e-06,-1.90284e-08,-9.72726e-12,9.64529e-07,0.00442657,0.00163992,3.53996e-05,0.000208898
1686,-0.00021272,0.00514622,0.00272286,0.00293558,3.96574e-07,-1.00291e-08,2.43231e-05,-0.000236637,0.00244031,0.000171738,0.000151135,0.00319968,0.0735838,0.0263963,0.00235718,0.0040239,5.25694e-05,8.75188e-06,8.39544e-06,6.78778e-06,1.31776e-08,-2.26993e-11,2.39298e-07,0.00441412,0.00163968,4.02745e-05,0.000216599
1687,0.000832915,0.0070958,0.00394744,0.00311452,-6.48045e-07,-2.91589e-09,1.64623e-05,0.000815808,0.00323164,0.0003124,0.000290388,0.00566412,0.0738738,0.0263943,0.00255835,0.00434855,4.65223e-05,1.40899e-05,1.30375e-05,8.26811e-06,-2.16398e-08,-6.45546e-12,1.92013e-07,0.00442733,0.00163958,4.96247e-05,0.000191986
1688,0.00019694,0.00600646,0.00345963,0.00326269,9.59404e-08,-3.03337e-09,0.000132482,6.45561e-05,0.00295416,0.000203792,0.000228164,0.00413148,0.0738623,0.0263942,0.002441,0.00454203,4.79513e-05,1.66489e-05,1.14271e-05,8.79183e-06,3.15762e-09,-6.74867e-12,1.34437e-06,0.0044254,0.00163958,4.2926e-05,0.000195517
1689,4.10878e-05,0.00588833,0.00320377,0.00316268,2.23754e-08,-1.15278e-08,3.12333e-05,9.88836e-06,0.00281174,0.000167827,0.000207328,0.00364101,0.0738509,0.0263928,0.00251663,0.00448765,5.02127e-05,1.08853e-05,7.01511e-06,7.43139e-06,7.044e-10,-2.62632e-11,2.91176e-07,0.00441946,0.00163951,4.14625e-05,0.000202148
1690,0.000491837,0.00688754,0.00377854,0.0032867,-1.47202e-07,0,1.63456e-05,0.000475344,0.00346583,0.000237194,0.000437012,0.00700985,0.0743112,0.0263931,0.00266469,0.00435462,5.17266e-05,2.01848e-05,7.20841e-06,9.12278e-06,-4.93893e-09,0,1.76054e-07,0.00443609,0.00163951,4.83121e-05,0.000184707
1691,6.83428e-05,0.00597563,0.00344424,0.0033759,2.5067e-07,-3.53284e-09,0.000215619,-0.000147022,0.00295601,0.000228749,0.000525486,0.00687541,0.0742946,0.0263946,0.00241548,0.00447347,4.54816e-05,1.75865e-05,9.89256e-06,8.85932e-06,8.31467e-09,-7.44087e-12,1.99847e-06,0.00443726,0.0016396,4.07277e-05,0.00018561
1692,8.80409e-05,0.00590195,0.00339759,0.00330955,-3.40111e-08,-4.56432e-09,2.41084e-05,6.3903e-05,0.00310468,0.000230571,0.000256943,0.00405584,0.0743205,0.0263951,0.00234637,0.00458057,4.74278e-05,1.71563e-05,1.05962e-05,9.26447e-06,-1.17523e-09,-9.97404e-12,2.18022e-07,0.00443596,0.00163962,3.75481e-05,0.000191214
1693,0.000303115,0.0065806,0.00358412,0.00328101,-1.28174e-07,0,1.55806e-05,0.000287406,0.00348277,0.000229405,0.000436213,0.00700985,0.0746877,0.0263952,0.00253646,0.00431062,4.98081e-05,2.09489e-05,5.22245e-06,9.47689e-06,-4.30067e-09,0,1.61736e-07,0.00444628,0.00163959,4.37829e-05,0.000179161
1694,-0.000550594,0.00507617,0.00277399,0.00332458,6.30837e-07,-1.81457e-08,3.98787e-05,-0.000589823,0.0023744,0.000229206,0.000182095,0.00281706,0.0744544,0.0263959,0.00246575,0.0040248,3.86615e-05,9.32579e-06,7.76367e-06,7.22093e-06,2.09867e-08,-4.12559e-11,3.62151e-07,0.00444054,0.00163964,3.93079e-05,0.000179778
1695,-0.00115748,0.00375655,0.00200221,0.00315969,1.75338e-06,-1.82008e-08,3.86291e-05,-0.00119434,0.00172331,0.00018558,0.000112698,0.00201383,0.0741331,0.0263943,0.00235175,0.00326581,4.35257e-05,4.08791e-06,1.01188e-05,6.24742e-06,5.84045e-08,-4.17441e-11,3.60047e-07,0.00443176,0.0016396,3.8104e-05,0.000184483
1696,-0.000147994,0.00527659,0.00281639,0.00296439,-1.31572e-06,-8.52951e-09,1.89054e-05,-0.000168206,0.00235946,0.000188062,0.000109829,0.00319968,0.0735443,0.0263902,0.0022892,0.00374889,4.88254e-05,6.07557e-06,1.3774e-05,6.26037e-06,-4.38987e-08,-1.92055e-11,1.99027e-07,0.00441581,0.00163941,4.03618e-05,0.000195312
1697,0.000469234,0.00608461,0.00354053,0.00307129,-5.47251e-07,0,0.000303303,0.000165384,0.00273416,0.000148793,0.000406765,0.00753933,0.0733256,0.0263877,0.00198508,0.00443711,4.65543e-05,1.57482e-05,1.52894e-05,8.15176e-06,-1.82673e-08,0,3.01114e-06,0.00441002,0.00163929,3.49264e-05,0.000197642
1698,7.49087e-05,0.0055452,0.00296355,0.00288864,5.87521e-08,-1.47428e-08,3.43875e-05,4.05947e-05,0.00269903,0.00016297,0.000155859,0.00319968,0.0731988,0.0263827,0.00230736,0.00428223,5.27771e-05,1.06311e-05,8.25201e-06,7.25531e-06,1.91657e-09,-3.33699e-11,3.20534e-07,0.00439461,0.001639,3.85104e-05,0.000208384
1699,-0.00101057,0.00383811,0.00198828,0.00299885,1.89239e-06,-1.88451e-08,4.04034e-05,-0.00104906,0.00177284,0.000183546,0.000122903,0.00201383,0.0730644,0.0263793,0.00234837,0.00332662,3.97041e-05,4.50587e-06,9.56978e-06,6.29309e-06,6.30381e-08,-4.32412e-11,3.86332e-07,0.00438676,0.00163884,3.97324e-05,0.000204096
1700,0.000846383,0.0066955,0.00382232,0.00297594,-1.96075e-06,-3.21551e-09,2.84685e-05,0.000815957,0.00273762,0.000234989,0.000159519,0.00367524,0.072923,0.0263756,0.0023644,0.00426789,4.57941e-05,8.03067e-06,1.82798e-05,6.92476e-06,-6.53962e-08,-7.15454e-12,3.33072e-07,0.00438626,0.00163866,4.56222e-05,0.000193947
1701,-0.000429796,0.00482112,0.00261386,0.00304366,9.31125e-07,-7.36882e-09,0.00022473,-0.000653587,0.00219091,0.00017442,0.000200394,0.00327058,0.0728109,0.0263728,0.00223354,0.00385729,4.87899e-05,7.83696e-06,9.25597e-06,6.67384e-06,3.0996e-08,-1.65712e-11,2.23149e-06,0.00437757,0.00163854,4.0019e-05,0.000200464
1702,0.000774608,0.00682008,0.00380194,0.00302733,-1.10361e-06,-3.08322e-09,1.42436e-05,0.000759264,0.00323376,0.000298855,0.000273951,0.00566412,0.0728405,0.0263699,0.00232504,0.00449547,5.09807e-05,1.54438e-05,1.15283e-05,8.69598e-06,-3.68244e-08,-6.84582e-12,1.52336e-07,0.00437898,0.00163839,4.31105e-05,0.000196727
1703,0.000145949,0.00571017,0.00326872,0.00312277,2.24569e-07,-9.48211e-09,0.000123151,2.30323e-05,0.00269839,0.000197961,0.000222821,0.00324772,0.0728287,0.0263683,0.00232547,0.00452988,4.55785e-05,1.14987e-05,1.04019e-05,8.09909e-06,7.44434e-09,-2.1391e-11,1.11149e-06,0.0043727,0.0016383,3.87255e-05,0.000201152
